Target_name	Target_accession	Query_name	Query_accession	Full_seq_evalue	Full_seq_score	Full_seq_bias	Best_1_dom_evalue	Best_1_dom_score	Best_1_dom_bias	exp	reg	clu	ov	env	dom	rep	inc	Description_of_target
LysR_substrate	PF03466.22	5y2v_A	-	1e-49	168.9	0.0	1.3e-49	168.6	0.0	1.1	1	0	0	1	1	1	1	"LysR substrate binding domain"
HTH_1	PF00126.29	5y2v_A	-	3.8e-22	78.1	0.2	8e-22	77.1	0.2	1.6	1	0	0	1	1	1	1	"Bacterial regulatory helix-turn-helix protein, lysR family"
CheR	PF01739.20	5y4r_A	-	5e-66	222.0	0.0	8.7e-66	221.2	0.0	1.4	2	0	0	2	2	1	1	"CheR methyltransferase, SAM binding domain"
CheR_N	PF03705.17	5y4r_A	-	1.8e-13	50.1	0.0	3.4e-13	49.2	0.0	1.5	1	0	0	1	1	1	1	"CheR methyltransferase, all-alpha domain"
Methyltransf_12	PF08242.14	5y4r_A	-	4e-07	30.8	0.0	4.4e-05	24.2	0.0	2.3	2	0	0	2	2	0	0	"Methyltransferase domain"
Methyltransf_11	PF08241.14	5y4r_A	-	2.1e-06	28.4	0.0	6.9e-05	23.5	0.0	2.6	1	1	0	1	1	1	1	"Methyltransferase domain"
dUTPase	PF00692.21	5y5p_D	-	1e-20	73.8	0.1	3.3e-20	72.2	0.0	1.7	1	1	1	2	2	1	1	"dUTPase"
Saf-Nte_pilin	PF09460.12	5y9h_A	-	2.5e-202	663.2	22.9	3.1e-98	325.7	3.7	3.5	4	0	0	4	4	2	2	"Saf-pilin pilus formation protein"
AfaD	PF05775.14	5y9h_A	-	7.1e-73	241.9	7.9	1.1e-72	241.2	1.1	3.5	3	1	1	4	4	1	1	"Enterobacteria AfaD invasin protein"
PAC2	PF09754.11	5y9n_A	-	7.8e-43	147.1	0.0	9.6e-43	146.8	0.0	1.1	1	0	0	1	1	1	1	"PAC2 family"
LysR_substrate	PF03466.22	5y9s_D	-	3.1e-20	72.6	0.2	4.4e-20	72.1	0.2	1.2	1	0	0	1	1	1	1	"LysR substrate binding domain"
HTH_1	PF00126.29	5y9s_D	-	2.3e-17	62.8	0.0	4.6e-17	61.8	0.0	1.5	1	0	0	1	1	1	1	"Bacterial regulatory helix-turn-helix protein, lysR family"
Rad60-SLD	PF11976.10	5yca_A	-	1.6e-18	66.4	0.2	2.9e-18	65.6	0.2	1.5	1	0	0	1	1	1	1	"Ubiquitin-2 like Rad60 SUMO-like"
ubiquitin	PF00240.25	5yca_A	-	1.5e-13	50.4	0.0	2.3e-13	49.8	0.0	1.3	1	0	0	1	1	1	1	"Ubiquitin family"
LysR_substrate	PF03466.22	5ydw_A	-	1.2e-24	87.0	0.0	2.1e-24	86.2	0.0	1.3	1	0	0	1	1	1	1	"LysR substrate binding domain"
HTH_1	PF00126.29	5ydw_A	-	1.5e-13	50.6	0.1	7.7e-13	48.3	0.0	2.2	2	0	0	2	2	1	1	"Bacterial regulatory helix-turn-helix protein, lysR family"
Acetyltransf_1	PF00583.27	5yge_A	-	4e-10	40.1	0.0	5.6e-10	39.6	0.0	1.2	1	0	0	1	1	1	1	"Acetyltransferase (GNAT) family"
Acetyltransf_7	PF13508.9	5yge_A	-	2.7e-09	37.3	0.0	4.7e-09	36.5	0.0	1.4	1	0	0	1	1	1	1	"Acetyltransferase (GNAT) domain"
Acetyltransf_10	PF13673.9	5yge_A	-	4e-05	23.7	0.0	5.4e-05	23.2	0.0	1.2	1	0	0	1	1	0	0	"Acetyltransferase (GNAT) domain"
SBP_bac_1	PF01547.27	5ygs_D	-	2.3e-41	142.9	16.0	4.1e-41	142.0	16.0	1.3	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding protein"
SBP_bac_8	PF13416.8	5ygs_D	-	1.9e-39	136.3	9.6	1.9e-39	136.3	9.6	1.4	1	1	0	1	1	1	1	"Bacterial extracellular solute-binding protein"
Death	PF00531.24	5ygs_D	-	1.4e-15	57.3	0.0	2.7e-15	56.4	0.0	1.5	1	0	0	1	1	1	1	"Death domain"
Fam20C	PF06702.14	5yh3_A	-	1.1e-98	329.4	0.0	1.7e-98	328.9	0.0	1.2	1	0	0	1	1	1	1	"Golgi casein kinase, C-terminal, Fam20"
SBP_bac_5	PF00496.24	5yh8_A	-	2.1e-78	264.1	14.3	2.5e-78	263.8	14.3	1.1	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding proteins, family 5 Middle"
SecD_SecF	PF02355.18	5yhf_A	-	1.1e-80	269.6	15.1	2.4e-64	216.3	8.6	2.2	2	0	0	2	2	2	2	"Protein export membrane protein"
Sec_GG	PF07549.16	5yhf_A	-	1.5e-13	49.8	0.1	2.6e-07	30.0	0.0	2.8	2	0	0	2	2	2	2	"SecD/SecF GG Motif"
MarR	PF01047.24	5yi0_B	-	8.3e-13	48.1	0.5	1.4e-12	47.4	0.5	1.4	1	0	0	1	1	1	1	"MarR family"
Fe_dep_repress	PF01325.21	5yi0_B	-	9.9e-08	32.2	0.3	3.6e-07	30.4	0.3	1.9	2	0	0	2	2	1	1	"Iron dependent repressor, N-terminal DNA binding domain"
HTH_27	PF13463.8	5yi0_B	-	1.6e-07	31.9	1.0	1.2e-06	29.1	0.3	2.0	2	0	0	2	2	1	1	"Winged helix DNA-binding domain"
MarR_2	PF12802.9	5yi0_B	-	2.2e-07	30.9	0.1	3.2e-07	30.4	0.1	1.2	1	0	0	1	1	1	1	"MarR family"
HTH_24	PF13412.8	5yi0_B	-	4.6e-07	29.4	0.3	8.3e-07	28.6	0.3	1.5	1	0	0	1	1	1	1	"Winged helix-turn-helix DNA-binding"
HTH_5	PF01022.22	5yi0_B	-	2.9e-06	27.1	0.3	5.3e-06	26.3	0.3	1.5	1	0	0	1	1	1	1	"Bacterial regulatory protein, arsR family"
TFIIE_alpha	PF02002.19	5yi0_B	-	3.1e-05	23.9	0.7	4.5e-05	23.3	0.6	1.4	1	1	0	1	1	1	1	"TFIIE alpha subunit"
DUF3372	PF11852.10	5ynh_A	-	1e-46	158.6	0.0	2e-46	157.6	0.0	1.5	1	0	0	1	1	1	1	"Domain of unknown function (DUF3372)"
Pullulanase_N2	PF17967.3	5ynh_A	-	8e-35	120.2	0.3	5e-34	117.6	0.1	2.6	2	0	0	2	2	1	1	"Pullulanase N2 domain"
Pullulanase_Ins	PF18494.3	5ynh_A	-	4.6e-30	104.0	1.4	1.1e-29	102.8	1.4	1.7	1	0	0	1	1	1	1	"Pullulanase Ins domain"
CBM_48	PF02922.20	5ynh_A	-	2.5e-18	66.3	0.2	6e-18	65.0	0.2	1.7	1	0	0	1	1	1	1	"Carbohydrate-binding module 48 (Isoamylase N-terminal domain)"
PUD	PF03714.16	5ynh_A	-	4e-10	40.5	0.1	1.8e-09	38.4	0.0	2.2	2	0	0	2	2	1	1	"Bacterial pullanase-associated domain"
Alpha-amylase	PF00128.26	5ynh_A	-	6e-06	26.1	0.2	0.0083	15.8	0.1	2.6	1	1	0	2	2	0	0	"Alpha amylase, catalytic domain"
Cytochrom_B562	PF07361.13	5yo5_A	-	4.7e-27	94.7	1.2	5.5e-27	94.5	1.2	1.0	1	0	0	1	1	1	1	"Cytochrome b562"
7tm_2	PF00002.26	5yqz_R	-	7.4e-73	244.9	15.3	1.2e-41	142.8	5.1	2.3	2	0	0	2	2	2	2	"7 transmembrane receptor (Secretin family)"
Phage_lysozyme	PF00959.21	5yqz_R	-	1.4e-23	83.5	0.1	2.4e-23	82.8	0.1	1.4	1	0	0	1	1	1	1	"Phage lysozyme"
HRM	PF02793.24	5yqz_R	-	9.2e-16	58.0	6.9	2.3e-15	56.7	6.9	1.7	1	0	0	1	1	1	1	"Hormone receptor domain"
RVP	PF00077.22	5yrs_B	-	4.6e-28	97.6	0.2	5.1e-28	97.4	0.2	1.0	1	0	0	1	1	1	1	"Retroviral aspartyl protease"
HicB_lk_antitox	PF15919.7	5yrz_A	-	5.1e-07	29.9	0.0	4e-06	27.1	0.0	2.0	1	1	0	1	1	1	1	"HicB_like antitoxin of bacterial toxin-antitoxin system"
VASt	PF16016.7	5ys0_B	-	5e-36	124.5	1.3	6.1e-36	124.3	1.3	1.0	1	0	0	1	1	1	1	"VAD1 Analog of StAR-related lipid transfer domain"
SBP_bac_8	PF13416.8	5ysf_B	-	4.9e-52	177.6	11.4	6.4e-52	177.2	11.4	1.1	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding protein"
SBP_bac_1	PF01547.27	5ysf_B	-	1.3e-45	156.8	12.2	1.9e-45	156.3	12.2	1.2	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding protein"
SBP_bac_6	PF13343.8	5ysf_B	-	1.2e-09	38.1	1.6	5.7e-05	22.7	0.1	2.3	2	0	0	2	2	0	0	"Bacterial extracellular solute-binding protein"
Zn-C2H2_12	PF18112.3	5yt6_F	-	2.4e-13	50.2	4.5	3.1e-13	49.9	4.5	1.2	1	0	0	1	1	1	1	"Autophagy receptor zinc finger-C2H2 domain"
DapB_C	PF05173.16	5z2e_A	-	6.6e-32	110.2	0.0	9.9e-32	109.6	0.0	1.3	1	0	0	1	1	1	1	"Dihydrodipicolinate reductase, C-terminus"
DapB_N	PF01113.22	5z2e_A	-	4.3e-28	98.0	0.0	6.2e-28	97.5	0.0	1.2	1	0	0	1	1	1	1	"Dihydrodipicolinate reductase, N-terminus"
CesT	PF05932.15	5z38_C	-	2e-21	76.4	0.0	2.5e-21	76.1	0.0	1.1	1	0	0	1	1	1	1	"Tir chaperone protein (CesT) family"
LMWPc	PF01451.23	5z3m_A	-	5.9e-27	94.9	0.0	6.8e-27	94.7	0.0	1.0	1	0	0	1	1	1	1	"Low molecular weight phosphotyrosine protein phosphatase"
SBP_bac_5	PF00496.24	5za4_A	-	1.4e-72	244.9	1.7	1.8e-72	244.6	1.7	1.1	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding proteins, family 5 Middle"
DEAD	PF00270.31	5zc9_A	-	2.1e-44	151.5	0.3	3.6e-44	150.7	0.3	1.4	1	0	0	1	1	1	1	"DEAD/DEAH box helicase"
Helicase_C	PF00271.33	5zc9_A	-	7.9e-32	110.0	0.7	8.4e-31	106.7	0.1	2.6	3	0	0	3	3	1	1	"Helicase conserved C-terminal domain"
ResIII	PF04851.17	5zc9_A	-	3.9e-07	30.3	0.0	6.8e-07	29.5	0.0	1.4	1	0	0	1	1	1	1	"Type III restriction enzyme, res subunit"
Pribosyltran	PF00156.29	5zgo_A	-	3.1e-15	56.0	0.7	3.9e-15	55.7	0.7	1.1	1	0	0	1	1	1	1	"Phosphoribosyl transferase domain"
Flagellin_N	PF00669.22	5zj0_A	-	4.4e-14	52.9	3.1	4.4e-14	52.9	3.1	2.4	2	0	0	2	2	1	1	"Bacterial flagellin N-terminal helical region"
PK_Tyr_Ser-Thr	PF07714.19	5zj6_A	-	1.3e-96	322.9	0.0	1.5e-96	322.7	0.0	1.0	1	0	0	1	1	1	1	"Protein tyrosine and serine/threonine kinase"
Pkinase	PF00069.27	5zj6_A	-	1.3e-46	159.2	0.0	1.6e-46	158.9	0.0	1.0	1	0	0	1	1	1	1	"Protein kinase domain"
7tm_1	PF00001.23	5zkc_A	-	2.9e-70	236.7	8.8	3.8e-70	236.3	8.8	1.2	1	0	0	1	1	1	1	"7 transmembrane receptor (rhodopsin family)"
Cytochrom_B562	PF07361.13	5zkc_A	-	2e-26	92.7	3.7	3e-26	92.1	3.7	1.2	1	0	0	1	1	1	1	"Cytochrome b562"
HNH	PF01844.25	5zmm_A	-	5.5e-07	29.7	0.5	9.3e-07	29.0	0.5	1.4	1	0	0	1	1	1	1	"HNH endonuclease"
MH2	PF03166.16	5zok_A	-	1e-72	244.1	0.9	1.2e-72	243.9	0.9	1.0	1	0	0	1	1	1	1	"MH2 domain"
IRF-3	PF10401.11	5zok_A	-	0.00012	22.0	0.0	0.00016	21.6	0.0	1.2	1	0	0	1	1	1	1	"Interferon-regulatory factor 3"
SidE_mART	PF19048.2	5zq6_A	-	3.5e-216	716.6	0.6	5.3e-216	716.0	0.6	1.3	1	0	0	1	1	1	1	"SidE mono-ADP-ribosyltransferase domain"
SidE_PDE	PF12252.10	5zq6_A	-	3.6e-53	180.5	0.1	7.7e-53	179.4	0.1	1.6	1	0	0	1	1	1	1	"SidE phosphodiesterase (PDE) domain"
Flavi_NS5	PF00972.22	5zqk_B	-	0	1247.3	17.1	0	1247.0	17.1	1.1	1	0	0	1	1	1	1	"Flavivirus RNA-directed RNA polymerase"
FtsJ	PF01728.21	5zqk_B	-	6.3e-09	36.3	0.0	1.4e-08	35.2	0.0	1.5	1	0	0	1	1	1	1	"FtsJ-like methyltransferase"
SPOUT_MTase	PF02590.19	5zyo_A	-	9.3e-42	142.7	0.0	1.7e-28	99.7	0.0	2.0	2	0	0	2	2	2	2	"Predicted SPOUT methyltransferase"
CoA_binding	PF02629.21	5zz7_A	-	2e-23	83.0	0.6	3.3e-23	82.3	0.6	1.4	1	0	0	1	1	1	1	"CoA binding domain"
Put_DNA-bind_N	PF06971.15	5zz7_A	-	7e-20	71.0	1.6	8.3e-20	70.7	0.5	1.7	2	0	0	2	2	1	1	"Putative DNA-binding protein N-terminus"
GFO_IDH_MocA	PF01408.24	5zz7_A	-	2.1e-07	31.8	0.1	3e-07	31.2	0.1	1.2	1	0	0	1	1	1	1	"Oxidoreductase family, NAD-binding Rossmann fold"
PglD_N	PF17836.3	5zz7_A	-	4.3e-05	24.1	0.9	0.00022	21.8	0.4	2.2	1	1	1	2	2	0	0	"PglD N-terminal domain"
SAD_SRA	PF02182.19	6a5n_A	-	3.9e-52	176.1	0.6	6.5e-52	175.4	0.6	1.4	1	0	0	1	1	1	1	"SAD/SRA domain"
SET	PF00856.30	6a5n_A	-	6.6e-25	88.5	0.0	1.4e-24	87.5	0.0	1.6	1	0	0	1	1	1	1	"SET domain"
Pre-SET	PF05033.18	6a5n_A	-	1e-15	58.4	6.5	1e-15	58.4	6.5	2.2	2	0	0	2	2	1	1	"Pre-SET motif"
C1-set	PF07654.17	6a77_H	-	1.1e-17	64.2	0.3	4e-16	59.2	0.1	2.5	2	1	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6a77_H	-	4.3e-14	52.7	0.8	2.8e-12	46.9	0.0	2.2	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	6a77_H	-	4.4e-08	33.6	3.5	0.0076	16.9	0.1	2.8	2	2	1	3	3	0	0	"Immunoglobulin domain"
ig	PF00047.27	6a77_H	-	1.1e-07	32.0	2.6	0.0098	16.1	1.5	3.0	2	1	0	2	2	0	0	"Immunoglobulin domain"
C1-set	PF07654.17	6a77_L	-	6.6e-27	93.8	0.6	2.8e-26	91.8	0.5	1.9	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6a77_L	-	2e-16	60.2	2.0	4.9e-16	59.0	0.0	2.2	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	6a77_L	-	1.8e-14	54.1	3.2	1.1e-06	29.2	0.1	2.3	2	0	0	2	2	0	0	"Immunoglobulin domain"
I-set	PF07679.18	6a77_L	-	5.8e-11	42.4	0.6	9.3e-07	28.9	0.0	2.2	2	0	0	2	2	1	1	"Immunoglobulin I-set domain"
ig	PF00047.27	6a77_L	-	2.9e-10	40.3	2.6	0.00058	20.1	1.2	2.2	2	0	0	2	2	0	0	"Immunoglobulin domain"
C2-set_2	PF08205.14	6a77_L	-	6.3e-06	26.2	0.9	0.00094	19.3	0.3	2.2	2	0	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
VapB_antitoxin	PF09957.11	6a7v_K	-	5.8e-19	67.8	0.1	7.5e-19	67.5	0.1	1.2	1	0	0	1	1	1	1	"Bacterial antitoxin of type II TA system, VapB"
Filament	PF00038.23	6a9p_C	-	3.1e-29	102.6	16.0	3.4e-29	102.5	16.0	1.0	1	0	0	1	1	1	1	"Intermediate filament protein"
2-Hacid_dh_C	PF02826.21	6abi_A	-	9.3e-58	194.6	0.0	1.6e-57	193.8	0.0	1.4	1	0	0	1	1	1	1	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
2-Hacid_dh	PF00389.32	6abi_A	-	2.9e-26	91.8	0.1	4.1e-26	91.3	0.1	1.1	1	0	0	1	1	1	1	"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
AdoHcyase_NAD	PF00670.23	6abi_A	-	7.8e-05	22.9	0.3	0.00017	21.8	0.1	1.7	2	0	0	2	2	1	1	"S-adenosyl-L-homocysteine hydrolase, NAD binding domain"
NAD_binding_2	PF03446.17	6abi_A	-	0.00018	21.8	0.1	0.00041	20.7	0.1	1.6	1	0	0	1	1	0	0	"NAD binding domain of 6-phosphogluconate dehydrogenase"
Iso_dh	PF00180.22	6adi_A	-	2e-79	267.5	0.0	2.2e-79	267.3	0.0	1.0	1	0	0	1	1	1	1	"Isocitrate/isopropylmalate dehydrogenase"
Iso_dh	PF00180.22	6ajb_D	-	2.1e-72	244.4	0.0	2.5e-72	244.1	0.0	1.0	1	0	0	1	1	1	1	"Isocitrate/isopropylmalate dehydrogenase"
PDZ_6	PF17820.3	6akq_A	-	2.1e-23	82.1	2.3	2.1e-12	46.8	0.1	2.6	3	0	0	3	3	2	2	"PDZ domain"
PDZ_2	PF13180.8	6akq_A	-	2.8e-20	72.6	0.6	1.7e-09	38.0	0.0	2.2	2	0	0	2	2	2	2	"PDZ domain"
PDZ	PF00595.26	6akq_A	-	1.1e-19	70.7	2.2	9.2e-10	38.8	0.5	2.4	1	1	1	2	2	2	2	"PDZ domain"
Tricorn_PDZ	PF14685.8	6akq_A	-	2.8e-07	30.5	0.2	0.002	18.1	0.1	2.2	2	0	0	2	2	0	0	"Tricorn protease PDZ domain"
C1-set	PF07654.17	6amm_L	-	2.2e-24	85.7	1.4	4e-24	84.9	0.5	1.8	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6amm_L	-	5.1e-18	65.3	0.8	3e-16	59.7	0.0	2.4	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	6amm_L	-	1.4e-15	57.7	1.2	4.5e-07	30.4	0.0	2.3	2	0	0	2	2	1	1	"Immunoglobulin domain"
ig	PF00047.27	6amm_L	-	2.1e-11	43.9	0.8	5e-05	23.5	0.0	2.4	2	1	0	2	2	1	1	"Immunoglobulin domain"
I-set	PF07679.18	6amm_L	-	1.6e-07	31.4	0.2	0.0022	18.1	0.0	2.5	2	1	0	2	2	0	0	"Immunoglobulin I-set domain"
Ig_2	PF13895.8	6amm_L	-	2.5e-07	31.0	0.5	0.011	16.2	0.0	2.4	2	1	0	2	2	0	0	"Immunoglobulin domain"
C2-set_2	PF08205.14	6amm_L	-	7.5e-06	26.0	0.6	0.0008	19.5	0.2	2.2	2	0	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
THDPS_N_2	PF14805.8	6amy_A	-	9.4e-25	86.7	0.3	1.5e-24	86.1	0.3	1.3	1	0	0	1	1	1	1	"Tetrahydrodipicolinate N-succinyltransferase N-terminal"
Hexapep_2	PF14602.8	6amy_A	-	4.2e-14	52.1	1.7	4.2e-14	52.1	1.7	2.6	2	0	0	2	2	1	1	"Hexapeptide repeat of succinyl-transferase"
Hexapep	PF00132.26	6amy_A	-	1.3e-11	43.8	8.7	5.3e-07	29.2	0.9	2.8	2	1	0	2	2	2	2	"Bacterial transferase hexapeptide (six repeats)"
C2	PF00168.32	6ank_B	-	2.9e-54	181.8	2.7	4.3e-27	94.5	0.1	2.1	2	0	0	2	2	2	2	"C2 domain"
C1-set	PF07654.17	6anp_H	-	1.5e-17	63.8	0.1	1e-16	61.1	0.1	2.1	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6anp_H	-	2.6e-14	53.4	0.8	2.8e-13	50.1	0.1	2.3	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	6anp_H	-	2.9e-06	27.4	0.7	0.048	13.9	0.3	3.1	2	2	0	2	2	0	0	"Immunoglobulin domain"
Methyltransf_3	PF01596.19	6aw6_A	-	2e-19	69.8	0.0	2.9e-19	69.3	0.0	1.1	1	0	0	1	1	1	1	"O-methyltransferase"
Methyltransf_24	PF13578.8	6aw6_A	-	2.7e-11	44.6	0.0	4.6e-11	43.8	0.0	1.4	1	0	0	1	1	1	1	"Methyltransferase domain"
Fascin	PF06268.15	6b0t_A	-	5.3e-129	422.8	0.5	1.8e-35	121.6	0.0	4.0	4	0	0	4	4	4	4	"Fascin domain"
FRG1	PF06229.14	6b0t_A	-	9.1e-20	71.3	0.1	0.001	18.9	0.0	6.4	2	2	5	7	7	0	0	"FRG1-like domain"
C1-set	PF07654.17	6b0w_H	-	1.8e-17	63.5	0.0	3.5e-16	59.4	0.0	2.3	2	1	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6b0w_H	-	4e-13	49.6	0.4	1e-11	45.1	0.0	2.7	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	6b0w_H	-	9.8e-09	35.7	1.2	0.0035	18.0	0.0	2.6	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	6b0w_H	-	5.7e-08	32.9	1.3	0.00045	20.4	0.3	2.9	2	2	0	2	2	0	0	"Immunoglobulin domain"
DEAD	PF00270.31	6b4j_E	-	3.4e-29	102.0	0.0	6e-29	101.1	0.0	1.4	1	0	0	1	1	1	1	"DEAD/DEAH box helicase"
Helicase_C	PF00271.33	6b4j_E	-	6.9e-27	94.1	0.0	2e-26	92.6	0.0	1.8	1	0	0	1	1	1	1	"Helicase conserved C-terminal domain"
ResIII	PF04851.17	6b4j_E	-	5.7e-05	23.3	0.0	0.00011	22.4	0.0	1.5	1	0	0	1	1	0	0	"Type III restriction enzyme, res subunit"
KCNQ_channel	PF03520.16	6b8m_A	-	4e-16	59.4	0.6	4e-16	59.4	0.6	1.2	1	1	0	1	1	1	1	"KCNQ voltage-gated potassium channel"
Peripla_BP_7	PF18610.3	6bgd_A	-	4.5e-39	132.5	0.7	8.5e-39	131.7	0.7	1.5	1	0	0	1	1	1	1	"Periplasmic binding protein domain"
Peripla_BP_4	PF13407.8	6bgd_A	-	7.4e-23	81.5	1.0	2.6e-22	79.7	0.8	1.8	2	0	0	2	2	1	1	"Periplasmic binding protein domain"
C1-set	PF07654.17	6bjz_H	-	1.3e-17	64.0	0.2	1.2e-16	60.9	0.0	2.3	2	1	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6bjz_H	-	4.6e-12	46.2	1.9	3.2e-11	43.5	0.2	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	6bjz_H	-	1e-08	35.7	2.3	0.0018	18.9	0.1	2.7	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	6bjz_H	-	2e-06	28.0	2.8	0.00082	19.6	0.2	3.1	2	2	0	2	2	0	0	"Immunoglobulin domain"
DNA_ligase_A_M	PF01068.23	6bkg_A	-	1.8e-57	194.4	1.0	2.9e-57	193.7	0.2	1.7	2	0	0	2	2	1	1	"ATP dependent DNA ligase domain"
DNA_ligase_A_N	PF04675.16	6bkg_A	-	1.7e-42	145.7	0.3	3.1e-42	144.9	0.3	1.4	1	0	0	1	1	1	1	"DNA ligase N terminus"
DNA_ligase_A_C	PF04679.17	6bkg_A	-	2.5e-16	60.2	0.0	7.6e-16	58.6	0.0	1.9	2	0	0	2	2	1	1	"ATP dependent DNA ligase C terminal region"
RNA_ligase	PF09414.12	6bkg_A	-	5.8e-11	43.1	0.1	1e-10	42.3	0.1	1.4	1	0	0	1	1	1	1	"RNA ligase"
C1-set	PF07654.17	6bli_A	-	7.2e-18	64.8	0.0	1.2e-16	60.9	0.0	2.2	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6bli_A	-	8e-16	58.3	1.9	5.5e-15	55.6	0.2	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	6bli_A	-	5.2e-11	43.0	4.2	2.4e-06	28.0	0.5	2.6	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	6bli_A	-	6.2e-07	29.6	6.5	0.00098	19.4	0.2	3.3	2	2	0	2	2	0	0	"Immunoglobulin domain"
PTS_EIIC	PF02378.20	6bvg_A	-	3e-56	190.9	26.3	4.8e-56	190.2	26.3	1.3	1	0	0	1	1	1	1	"Phosphotransferase system, EIIC"
Cadherin	PF00028.19	6bxu_A	-	5.2e-51	171.2	0.8	7.8e-18	64.8	0.0	3.1	3	0	0	3	3	3	3	"Cadherin domain"
SRF-TF	PF00319.20	6byy_A	-	2.4e-25	87.9	0.4	3.8e-25	87.3	0.4	1.3	1	0	0	1	1	1	1	"SRF-type transcription factor (DNA-binding and dimerisation domain)"
C1-set	PF07654.17	6c6x_E	-	1.5e-17	63.8	0.1	1.1e-16	61.0	0.1	2.1	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6c6x_E	-	2.2e-15	56.9	1.5	5.8e-15	55.5	0.1	2.2	2	1	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	6c6x_E	-	1e-08	35.7	6.8	4.9e-05	23.9	0.8	2.7	2	2	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	6c6x_E	-	6.7e-08	32.7	6.5	0.0041	17.3	0.6	3.2	2	2	0	2	2	0	0	"Immunoglobulin domain"
C1-set	PF07654.17	6c6y_B	-	1.5e-23	83.0	1.6	3.4e-23	81.9	0.9	1.9	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6c6y_B	-	1.2e-19	70.6	5.5	2.2e-19	69.8	0.3	2.4	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	6c6y_B	-	8.1e-16	58.4	5.4	1.6e-08	35.1	0.3	2.3	2	0	0	2	2	1	1	"Immunoglobulin domain"
ig	PF00047.27	6c6y_B	-	1.8e-12	47.4	3.1	9.9e-06	25.7	0.1	2.4	2	1	0	2	2	1	1	"Immunoglobulin domain"
I-set	PF07679.18	6c6y_B	-	1.6e-11	44.2	0.3	3.2e-08	33.6	0.0	2.2	2	0	0	2	2	1	1	"Immunoglobulin I-set domain"
Ig_2	PF13895.8	6c6y_B	-	1.6e-06	28.5	6.3	0.002	18.5	0.7	2.4	2	1	0	2	2	0	0	"Immunoglobulin domain"
C2-set_2	PF08205.14	6c6y_B	-	7.7e-06	26.0	1.7	0.00062	19.9	0.3	2.2	2	0	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
REV1_C	PF16727.7	6c8c_A	-	2.8e-15	56.6	0.6	3.3e-15	56.4	0.6	1.1	1	0	0	1	1	1	1	"DNA repair protein REV1 C-terminal domain"
PfkB	PF00294.26	6c9r_A	-	1.1e-53	182.6	0.0	1.4e-53	182.3	0.0	1.0	1	0	0	1	1	1	1	"pfkB family carbohydrate kinase"
C1-set	PF07654.17	6ca7_H	-	2.3e-17	63.2	0.1	1.3e-16	60.8	0.0	2.2	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	6ca7_H	-	1e-12	48.3	0.7	1.6e-11	44.5	0.0	2.7	3	1	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	6ca7_H	-	1.6e-07	31.9	1.5	0.016	15.8	0.2	2.9	2	1	0	2	2	0	0	"Immunoglobulin domain"
