CLUSTER_REP,SUBCLUSTER_REP,SUBCLUSTER_MEMBERS
4levA,5vdvB,"['6ctaA', '5vdvA', '5vdpA', '5vdqA', '6edcA', '5vdtA', '4o68A', '6o47A', '5vdrA', '5vdwA', '5vdoA', '4lewA', '6lrcA', '6nfoA', '6nfgA', '5v8oA', '6naoA', '5vdwB', '5vdsB', '4km5A', '4o69A', '4o67A', '5vdqB', '6naoB', '5vdsA', '6lreB', '5vdpB', '4lewB', '5v8oB', '6lrkA', '6lrkB', '5vduA', '4o67B', '4levA', '6lrcB', '6lrjA', '6nfgB', '5vdtB', '6nfoB', '4levB', '5vdrB', '5vdoB', '5vduB', '6ct9A']"
2gepA,6gepA,"['8gepA', '2gepA', '4aopA', '4gepA', '5aopA', '3geoA', '5gepA', '3aopA', '2aopA', '7gepA', '1aopA']"
1pwhA,1pweB,"['1pweC', '1pweE', '1pweD', '1pweA', '1pweF']"
1pwhA,1pwhB,"['1pwhC', '1pwhD', '1pwhA']"
2x3dD,2x3dA,"['2x3dG', '2x3dD', '2x3dF', '2x3dH', '2x3dC', '2x3dB', '2x3dE']"
1sojB,1sojD,"['1sojJ', '1sojL', '1sojH', '1sojB', '1sojF']"
4rx6B,4r25A,"['4rx6A', '4rx6B']"
1blnA,1blnC,"['1blnA']"
4o9uB,4o9uB,"[]"
4o9uB,4o9uD,"[]"
2jklF,1ut1E,"['2jklE', '1ut1A', '1usqF', '2w5pA', '1ut1B', '2jknF', '2jklB', '1ut2A', '1usqC', '1usqD', '2jkjE', '1ut2F', '2jklF', '1usqE', '2jknA', '2jkjA', '2jkjD', '1ut2D', '1ut1C', '1ut1D', '1ut2E', '1ut2I', '1usqB', '1ut2C', '2w5pC', '2jknC', '2jkjC', '2jkjF', '1ut2G', '1ut2B', '2w5pB', '1usqA', '2jknB', '2jknE', '2jklA', '2jkjB', '2jklC', '1ut1F', '1uszA', '2jklD', '2jknD', '1ut2H']"
3bf4A,3bf4A,"[]"
5x2bL,5x2bH,"['5x2bE', '5x2bB', '5x2bL', '5x2bF', '5x2bC', '5x2bA', '5x2bI', '5x2bD', '5x2bJ', '5x2bG', '5x2bK']"
4rctA,4rctA,"['4rctB']"
2p6zA,2p6zB,"['2p7sA', '2p6zA']"
4gsxA,4gsxB,"['4gsxA', '3g7tA']"
4x2mA,4wp5B,"['4x2hB', '4x2oB', '4x2mA', '4x2mB']"
5gsmA,5gsmA,"['5gsmB']"
3uvtC,3uvtD,"['3uvtA', '3uvtC', '3uvtB', '3uj1A']"
1oeyJ,1oeyL,"['1oeyJ', '1oeyM', '1oeyK']"
3hyeJ,4ya2J,"['6htbX', '3e47X', '5cz5J', '4fzcX', '4no9J', '3sdiX', '2f16J', '5l6aJ', '4qwjX', '4y8nX', '5l6aX', '4qzzX', '4qvyX', '4qwkJ', '5cgfJ', '5dkiJ', '4r18X', '4y9zX', '4qzxJ', '5d0tX', '4qwgJ', '6hw5X', '4qwuJ', '5jhsX', '5ahjX', '4qlsX', '4jt0J', '6hw0J', '4y81X', '4qlvX', '4qv6J', '4qwjJ', '4eu2K', '5cgiJ', '4y82J', '6hweJ', '5fgfJ', '5fgeJ', '4qzxX', '4qlqX', '4qz4J', '4qv8J', '6hvyX', '5cz9J', '5ahjJ', '5dkjX', '6h39X', '6htdJ', '3dy3J', '4qbyX', '6hvuJ', '5l62J', '4qltX', '5l54X', '4qwfJ', '1jd2Q', '4jsqX', '4inrX', '4y75J', '5lajX', '3bdmJ', '5l54J', '3dy4X', '5l60J', '4y6zJ', '6hucX', '5d0xX', '4quyJ', '4y8lJ', '6hwfJ', '6hweX', '5cz6X', '4qw5J', '3nzjJ', '5l5tJ', '5cggJ', '3gpwX', '3un8X', '4qwkX', '5l69J', '4ya3J', '4qw0X', '4qvvX', '4y8pX', '5l5iX', '6hw7J', '3bdmX', '4qxjJ', '4y9yX', '1fntY', '5l67J', '5l66X', '6htcX', '5l5bJ', '5l5jJ', '4qw3X', '4y7xX', '2gplX', '4qwuX', '4hnpJ', '6hvsJ', '5fg9X', '3mg0J', '4ya2X', '3oevJ', '4qv3X', '1g65X', '6hvxJ', '5nifY', '6g8nX', '5laiX', '4y6vJ', '5cz4X', '4qzwX', '4qxjX', '4qwlX', '4y69X', '4ya3X', '4qv9J', '6htcJ', '5fgaX', '5l5hX', '4y8sJ', '5l5yX', '6hvxX', '4qv1J', '6hv7X', '5l5oX', '6huqJ', '5l64J', '5l5vX', '4lqiX', '4ya9J', '2gplJ', '5fgiJ', '6hubJ', '5fggJ', '4qltJ', '5l5vJ', '5l5yJ', '4nnnJ', '5lttJ', '4quxJ', '4qvvJ', '4z1lJ', '4qwxX', '4no1X', '4qwsX', '6hvvJ', '5d0vX', '5l55J', '3d29J', '4nnwX', '4rurX', '3un8J', '1z7qK', '4qv4X', '5l60X', '4y8qJ', '4qv4J', '6g8mX', '4y8uJ', '4qvwJ', '4qluX', '2zcyJ', '6hw6X', '4qvmX', '4ya4J', '4qw0J', '3nzxJ', '5fgdX', '5bxnJ', '4y6zX', '3sdkJ', '4y7wX', '4ltcX', '4y80J', '1g0uX', '6hwaJ', '4qz7X', '4fzcJ', '3d29X', '4hrdX', '4inuX', '3hyeJ', '6hwdJ', '6htbJ', '6htrJ', '5bouJ', '4hnpX', '2f16X', '4qvwX', '4y8tX', '4y6aJ', '3tddJ', '4qwfX', '6hubX', '5d0zX', '3mg8J', '4ltcJ', '4y9yJ', '4y82X', '4no9X', '4y8kJ', '4y78J', '4qlqJ', '6hvuX', '5fgfX', '4y6vX', '5l5aX', '4qwiJ', '6hw7X', '4y8oX', '5fgeX', '4qz2X', '5l68J', '4y8uX', '6gopJ', '3gpjX', '3okjJ', '1g0uJ', '6hvyJ', '5l5fJ', '4qvnX', '5dkjJ', '6hw0X', '4rurJ', '6hvtX', '4y78X', '4jsuX', '6huuX', '1rypK', '5fggX', '4no1J', '4y74J', '5l6bX', '4j70X', '4quyX', '5l63J', '5cz6J', '6hw9X', '5l6cJ', '4r17J', '4qz5X', '1g65J', '5l69X', '4qvyJ', '5l5uX', '3gpwJ', '4qvlX', '4qz1J', '4qvnJ', '5l5qX', '2fakX', '3hyeX', '3mg4J', '4qw7J', '6hw8J', '4r00J', '5fg7X', '5laiJ', '4qz0X', '4ya5X', '4y8kX', '5d0zJ', '6gopX', '4qw4X', '4y8gX', '3nzxX', '5d0tJ', '4qlvJ', '4qv5X', '3shjX', '5l55X', '4qvpJ', '4g4sK', '4jsqJ', '5l5sJ', '4y8lX', '4y74X', '4ya9X', '5bxlX', '6hwdX', '5l5oJ', '4inuJ', '6hv5J', '3nzwJ', '4y75X', '6hvwX', '4qzzJ', '5l63X', '4y8iX', '6huuJ', '4ya0J', '4qz2J', '5dkiX', '4qz5J', '3okjX', '6htrX', '5l61J', '5czaJ', '4qlsJ', '4qvlJ', '5jhsJ', '5cgfX', '4y81J', '5l5eX', '5l5wJ', '4ya5J', '4hrcX', '6hwcX', '6hw8X', '5l5fX', '2zcyX', '5cz9X', '4qz6X', '4x6zY', '4qw5X', '5czaX', '5l5sX', '5fgdJ', '4qwsJ', '4qvmJ', '4ya1X', '4y84X', '4y8hX', '5cz8J', '3oeuX', '5l52J', '4fzgJ', '3shjJ', '6hv5X', '6hw3X', '3sdkX', '5l5pJ', '1fntK', '4y77J', '3oeuJ', '4y8iJ', '4qvpX', '4y84J', '5l5dJ', '5l5qJ', '5l5zX', '5d0vJ', '4qw6X', '4qzwJ', '4qz7J', '5d0sX', '4y8mX', '4qv0X', '6hw5J', '4ya7X', '5bouX', '4r18J', '6htpJ', '5fhsX', '6hv3J', '4qw4J', '5l5iJ', '3oevX', '6g7fJ', '4y6aX', '5l64X', '4y8qX', '4gk7X', '6hwaX', '4y8pJ', '6hvwJ', '4qwrJ', '4qv5J', '5fgaJ', '4qz1X', '3dy4J', '4y7wJ', '5d0wX', '6g7fX', '6hw4J', '4no8J', '5bxnX', '6g8nJ', '4y9zJ', '6hwbJ', '4qwgX', '5l61X', '6hvaJ', '4y8gJ', '5l5rX', '5d0xJ', '5l5rJ', '4y8nJ', '5cghJ', '1z7qY', '4j70J', '4hrcJ', '4y80X', '5l65X', '4inrJ', '5cz8X', '5cgiX', '3mg6X', '3nzjX', '5l5aJ', '4y70X', '3mg8X', '4qv6X', '4qwiX', '4z1lX', '4qvqX', '4no6X', '4qw3J', '4ya1J', '6hw6J', '6hv7J', '4ya0X', '5lajJ', '1jd2J', '6hw3J', '5l5hJ', '4y8jJ', '4qwlJ', '4r17X', '4qw6J', '6huqX', '3un4X', '4gk7J', '3mg4X', '4no8X', '5fgiX', '4fzgX', '4q1sJ', '6hvrJ', '4qz3X', '5fghX', '5l52X', '4qw1X', '6hvrX', '4qz6J', '4eu2Y', '6g8mJ', '4qw7X', '4nnwJ', '5cz7J', '4r02X', '3gpjJ', '4qw1J', '3gptJ', '4y7xJ', '5cz4J', '6hwbX', '4qv8X', '4y7yJ', '6hw9J', '4intX', '4qv7X', '4r00X', '4qbyJ', '5fg9J', '4quxX', '4y7yX', '6htdX', '5fg7J', '5jhrX', '5l5xJ', '4qv7J', '5m2bX', '4jt0X', '4y8tJ', '6hvvX', '5l65J', '5l5zJ', '4qwxJ', '5l5wX', '5fhsJ', '4y8jX', '6hvaX', '4no6J', '5l5eJ', '5lttX', '3tddX', '4y8mJ', '5fghJ', '5l66J', '3gptX', '4y8rX', '3sdiJ', '4x6zK', '4qv1X', '2fakJ', '5l6bJ', '4qv0J', '4y77X', '5l68X', '3e47J', '4qluJ', '6hv3X', '6hw4X', '5l5uJ', '5cghX', '3un4J', '4qz0J', '4r02J', '5d0sJ', '4y69J', '6hvtJ', '1rypY', '5nifK', '5m2bJ', '4jsuJ', '4qvqJ', '6hv4J', '4q1sX', '4y8rJ', '5l6cX', '6htpX', '3dy3X', '4qv3J', '5l5pX', '4ya7J', '4qz4X', '5l5tX', '6hucJ', '6hwfX', '6huvJ', '3mg7X', '4qz3J', '6hwcJ', '5l5dX', '3nzwX', '4nnnX', '4qwrX', '4lqiJ', '4y8oJ', '4hrdJ', '5l5jX', '4qv9X', '5l67X', '6h39J', '4y8sX', '3mg6J', '3mg7J', '5l5xX', '5cggX', '5d0wJ', '6hv4X', '6hvsX', '5bxlJ', '4ya4X', '5l5bX', '5cz5X', '4y70J', '6huvX', '5cz7X', '5l62X', '5jhrJ', '4y8hJ', '4intJ', '3mg0X']"
6iq1B,6iq1B,"['6iq1D', '6iq1C']"
3petA,3petA,"['3petB']"
5sz8A,5sz8B,"['5sz8A']"
7jh5A,7jh5B,"['7jh5A']"
5ngnB,5ngnB,"['5ngnC', '5ngnA']"
1lrwB,1lrwD,"['1lrwB']"
6ofpB,6ofpA,"['6ofpB']"
4mqvA,4ou0A,"['4mqvC', '4mqvA']"
4ep4A,6s16A,"['4ld0B', '6s16B', '4ep4B', '4ep5A', '4ep4A', '4ld0A']"
5umtA,5xm2B,"['5xm2A', '5umtA', '5e5bA']"
1kmhA,1kmhA,"['1fx0A']"
1yrnB,1yrnB,"['1akhB']"
5vt8C,5vt8B,"['5vt8C', '5vt8A']"
3shpA,3shpA,"[]"
1bxkB,1bxkA,"['1bxkB']"
3vcrA,3vcrA,"['3vcrB']"
1c04D,1whiA,"['1c04D']"
1noyA,1noyA,"[]"
1z2cB,1z2cB,"[]"
3auwB,3auwB,"['3auwD']"
6msvD,6msvA,"['6msvE', '6msvD', '6msvK', '6msvC', '6msvB', '6msvL', '6msvJ', '6msvH', '6msvF', '6msvG']"
4h0wA,5y6kA,"['4h0wA', '6jasA', '3ve1B', '6sozC', '3v8xB', '6ctcA', '4x1dB', '5wtdA', '4x1bA', '4x1dA', '3ve1D', '6soyC', '5x5pA', '5h52A', '3qytA']"
4h0wA,2hauB,"['2havB', '2havA', '5dyhA', '2hauA', '5dyhB']"
4h0wA,3v83E,"['3v83B', '3v83A', '3v83F', '3v83D', '3v83C']"
6q40A,6q40D,"['6q40C', '6q40A', '6q40B']"
6jifB,6jifA,"['6jifB']"
5u84B,5u84B,"['5u84A']"
3b5lB,1m4wA,"['3mfcA', '3mfaA', '3mf9A', '3mf6A', '3b5lB']"
6h0aA,6gmuA,"['6g82A', '4q1uA', '1v04A', '4hhoA', '6h0aA', '4hhqA', '3srgA', '3sreA']"
2qk4B,2qk4A,"['2qk4B']"
1ivlA,1ivlB,"['1ivlA']"
5swcA,5swcE,"['5swcB', '5swcA']"
2g2rL,2g2rL,"['2g2rA']"
5i5mB,5i5mA,"['5i5mB']"
1dlpC,1dlpD,"['1dlpA', '1dlpE', '1dlpB', '1dlpC', '1dlpF']"
5vreA,5vreC,"['5vreA', '5vreB', '5vreD']"
4ymrA,4ymrA,"[]"
2f3mA,2f3mC,"['1xwkC', '1gtuA', '1gtuB', '2f3mF', '1gtuC', '2f3mA', '2f3mE', '1gtuD', '1yj6A', '1xwkA', '1yj6B', '2f3mD', '2f3mB', '1xw6B', '1xw6D', '1xw6C', '1yj6C', '1xw6A', '1xwkB']"
6g3wB,6g3wD,"['6g3wB']"
2zetC,2zetC,"['2zetD']"
4hgvA,4hgvB,"['4hgvD', '4hgvA']"
2whnA,2whnA,"[]"
1choG,6di8L,"['6di8F', '1mtnC', '1ab9C', '6gchG', '1gg6C', '2gmtC', '6di8C', '2gctC', '5chaG', '6di8I', '1yphF', '3ru4E', '1gmdG', '1choG', '1gmcG', '1vgcC', '1gctC', '3gchC', '2chaC', '3vgcC', '2gchG', '3gctG', '3bg4C', '1ggdC', '8gchG', '5chaC', '1hjaC', '5gchG', '7gchG', '1gmhG', '4vgcC', '4chaG', '1cbwH', '2chaG', '6chaG', '1ghaG', '1cbwC', '4gchG', '6chaC', '1afqC', '1ghbG', '1ca0C', '1n8oC', '1yphE', '2vgcC', '2p8oC', '4chaC', '1mtnG', '1ca0H']"
4ezdB,4ezdC,"['4ezcC', '4ezdB', '4ezcB']"
4xz9C,3s1wC,"['4xz9D', '3s1xC', '3s1wA', '3s1xE', '4xz9B', '3s0cC', '4xz9E', '4xz9C', '3s1uE', '3s1wB', '3s1uC', '3s1uA', '3s0cB', '3s1vE', '3s1wD', '3s1uD', '3s1vB', '3s1xD', '3s1wE', '3s0cD', '3s1xA', '3s1vD', '4xz9A', '3s0cE', '3s1uB', '3s1vA', '3s1vC', '3s1xB', '3s0cA']"
3whcA,1vi0A,"['3whcE', '3whcD', '3whcC', '3whcB', '3whbB', '1vi0B', '3whcA', '3whcF', '3whbA']"
3cgeA,3cgeA,"['3cgeB', '3cgcA', '3cgcB', '3cgbA', '3cgbB', '3cgdA', '3cgdB']"
4ov6F,4ov6G,"['4ov6F']"
3ttpA,3ttpB,"['3ttpA']"
3fbgA,3fbgB,"['3fbgA']"
2ntiF,2ijxA,"['2ijxD', '2ijxC', '2ntiF', '2ix2C', '2ntiC', '2hiiC', '2hikC', '2hiiZ', '2hikZ', '2ijxB', '2ntiI', '2hikN']"
6kawA,6kawA,"['6kbcA']"
1abaA,1aazA,"['1aazB', '1abaA']"
3zkjD,3zngA,"['3zkjA', '3zngD', '3zkjD']"
3on0A,3on0C,"[]"
3on0A,3on0A,"[]"
3on0A,3on0B,"[]"
1jjoC,1jjoC,"['1jjoD']"
5wi8A,5wjfB,"['5wjfA', '5wi8B', '5wi8D', '5wi8A', '5wi8C']"
2p5tD,2p5tH,"['2p5tF', '2p5tB', '2p5tD']"
1gz7A,1gz7D,"['1gz7B', '1gz7C', '1gz7A']"
4cniA,4cniA,"['4cniH']"
5v0iB,5v0iB,"['5v0iA']"
4wvvA,4wvvA,"['4wvwA']"
6fc1A,6fc2C,"['6fc1A', '6fc1C', '6fc3A', '6fc2A']"
2ddgA,2ddgA,"['2d3yA', '2demA', '2dp6A']"
5ab5A,5ab6D,"['5ab4A', '5ab6B', '5ab7B', '5ab6A', '5ab6C', '5ab7A', '5ab4B', '5ab7C', '5ab7D', '5ab7E', '5ab7F', '5ab5B', '5ab5A', '5ab6F', '5ab6E']"
1urhA,1urhA,"['1urhB']"
3rwmB,3rwoA,"['3rwmB', '3rwoB']"
5zl4A,5zl4A,"['5zkyA']"
4g19A,4f03C,"['4g19B', '4g19D', '4f03D', '4f03B', '4g19C', '4f03A', '4g19A']"
4y1aD,4y1aD,"['4y19D']"
1f3dH,1f3dH,"['1f3dK']"
6p7sB,6p7sB,"['6thgC', '6p7sD', '6thgJ', '6thgD', '6thgF']"
2dkvA,2dkvA,"[]"
3dhhC,3q2aC,"['5tdtG', '5tdvC', '5tdsC', '3dhgF', '3q14C', '3dhgC', '3ri7C', '3ge8G', '3q3mC', '4p1bF', '4p1cF', '3dhhC', '3ge3C', '3q3mG', '5tdtC', '3rmkF', '4p1bC', '4p1cC', '3dhiC', '3q3nC', '3rmkC', '3q3oC', '5tdsF', '3i63C', '3i5jC', '3ge8C', '5tduC', '5tdvG']"
3ljsB,3ljsB,"['3lkiB']"
3ljsB,3lkiA,"['3ljsA']"
4ilgA,4iliA,"['5qz8B', '5qypB', '5qzxB', '5qzsB', '5r15B', '5qz7B', '5qyhB', '5r01B', '5r1iB', '5r1hB', '5r12B', '5r10B', '5r1cB', '5r07B', '5qynB', '5r1dB', '5r0mB', '5qyvB', '5qydB', '5qz3B', '4ilgA', '5qzyB', '5r0sB', '5r04B', '5qzrB', '5qz5B', '5r0qB', '5r13B', '5qztB', '5qzcB', '5qyqB', '5r1nB', '5r11B', '5qzuB', '5r0iB', '5qzwB', '5qziB', '5qzdB', '5qzeB', '5qyxB', '5r00B', '5qy1B', '5r0tB', '5r1mB', '5qzaB', '5r02B', '5r1bB', '5r0aB', '5qz9B', '5qznB', '5r0vB', '5qyeB', '5qzpB', '5r1sB', '5r1aB', '5qyrB', '5r0zB', '5r1lB', '5r09B', '5qyuB', '5qyiB', '5r0dB', '5r1pB', '5qysB', '4iliB', '5r0oB', '5qzoB', '5r1oB', '5qz2B', '5r0fB', '5qzzB', '5qzvB', '5r18B', '5qyfB', '5qy8B', '5qzhB', '5qy4B', '5r0cB', '5qzjB', '5r1eB', '5qy7B', '5r17B', '5qzbB', '5qy5B', '5qywB', '5qyzB', '5r0hB', '5r0eB', '5r1kB', '5qy9B', '5qz1B', '5qzlB', '5r0jB', '5qybB', '5r0nB', '5r1jB', '5qzmB', '5r19B', '5qymB', '5r08B', '5r0kB', '5qy3B', '5r14B', '5qy6B', '5qygB', '5qy2B', '5r16B', '5qyyB', '5qzkB', '5r0lB', '5qytB', '5qz4B', '5qylB', '5qzqB', '5qykB', '5r0uB', '5qzfB', '5qzgB', '5r05B', '5qycB', '5r0yB', '5r0rB', '5r1fB', '5r06B', '5r1gB', '5qz0B', '5r0bB', '5qyoB', '5r0pB', '5qyaB', '5qz6B', '5qyjB', '5r03B', '5r0gB', '5r1qB', '5r0xB', '5r0wB']"
3ts5D,3pn7D,"['3tuyD', '3jtdA', '3ts5D', '3jvtA', '1wdcA']"
3ts5D,3pn7A,"['3ts5A', '3tuyA']"
2dlaA,2dlaB,"['2dlaC', '2dlaA']"
1xtyA,1xtyC,"['1xtyA', '1xtyD', '1xtyB']"
6m58H,6m58C,"['6m58H']"
6ob5C,6ob5D,"['6ob5C']"
3mw4A,3mw4C,"['3mw4A', '3mw4B']"
3r6mA,3r6mB,"['3r6mA', '3r6mC', '3r6mD']"
3drzA,3drzA,"['3drzE', '3drzB']"
4lfaQ,4duzQ,"['2uxbQ', '4jyaQ', '4ji0Q', '4dv6Q', '1j5eQ', '4khpQ', '1hnxQ', '5iwaQ', '1hr0Q', '4lfcQ', '4x62Q', '4dv0Q', '4ji6Q', '4ji8Q', '6mknQ', '5wnrQ', '2f4vQ', '4gkkQ', '2uxcQ', '2uxdQ', '6ny6Q', '2hhhQ', '4dv2Q', '1n34Q', '4ji4Q', '5br8Q', '4dr7Q', '5wnsQ', '6capQ', '3t1yQ', '6carQ', '6casQ', '4nxnQ', '5wntQ', '4lf5Q', '6mpiQ', '4ji7Q', '2e5lQ', '4b3rQ', '2vqfQ', '1jgpT', '4dr1Q', '6caqQ', '4dv7Q', '2zm6Q', '4lfaQ', '4ji2Q', '4b3mQ', '1jgoT', '1xnqQ', '1hnwQ', '4ox9Q', '5wnuQ', '4lfbQ', '4yy3Q', '4ji3Q', '4x64Q', '2uucQ', '4lf6Q', '4k0kQ', '6dtiQ', '6caoQ', '1n32Q', '4duyQ', '4dr3Q', '1xmqQ', '2uuaQ', '1iblQ', '1xnrQ', '4x65Q', '4dr2Q', '3otoQ', '1hnzQ', '1n36Q', '4b3tQ', '4dr4Q', '4dv1Q', '1xmoQ', '4dr6Q', '2uu9Q', '1jgqT', '4jv5Q', '4lf8Q', '3t1hQ', '1n33Q', '4gkjQ', '4b3sQ', '4dv4Q', '5wnpQ', '4aqyQ', '1ibkQ', '4dv3Q', '1fjgQ', '4dr5Q', '2uubQ', '2vqeQ', '4lf7Q', '4nxmQ', '4lf4Q', '5wnvQ', '4lf9Q', '5wnqQ', '1ibmQ', '6mpfQ', '4ji1Q', '4x66Q', '4yhhQ', '4ji5Q', '4dv5Q']"
3k4mB,3bg7C,"['3bg6H', '3lsmA', '4mokA', '2igmC', '2igmB', '4molA', '4moqB', '2igmG', '2igoD', '2igoG', '3bg7H', '3lsmB', '3k4mH', '2igkE', '2igkG', '4morC', '2igkD', '3bg7A', '3k4cC', '2igoF', '2ignC', '4momA', '4moiA', '2ignD', '1tt0B', '3k4mA', '4mojC', '3bg6A', '3fdyA', '1tt0D', '4moeC', '4molD', '3k4cA', '3lshA', '3k4kA', '3bg7B', '2igoC', '2igoB', '2f6cA', '2ignH', '2ignE', '3lshB', '2igkC', '3blyA', '3lskC', '3lskA', '3lshC', '4mopD', '3lskB', '4mojB', '2ignB', '4moiB', '4mojA', '3k4nB', '4mokB', '4mopC', '4morA', '4moeA', '3bg6B', '1tzlC', '4momC', '4mokC', '2igoA', '2igmH', '3bg6F', '3k4cD', '1tzlE', '4mofA', '2igoE', '2ignA', '2igkF', '3k4mG', '3k4mC', '4momB', '3bg7G', '3bg6D', '4mopA', '2igmF', '4morB', '4mosA', '4molB', '1tzlF', '3k4mD', '3lsiA', '4mohA', '4mokD', '2igmA', '2igmD', '2igoH', '3k4mE', '4mojD', '3bg6C', '3bg7D', '3k4cB', '1tzlH', '4mopB', '3lshD', '3k4nA', '2ignF', '3k4bA', '1tzlD', '4morD', '4mooA', '3lsiB', '3lskD', '3pl8A', '2igmE', '1tt0A', '1tt0C', '1tzlA', '1tzlB', '3k4mB', '3k4lB', '3bg7F', '4momD', '2ignG', '4molC', '3bg6G', '4moeB', '4moeD', '3bg7E', '4mogA', '1tzlG', '2igkA', '2igkH', '2f5vA', '3k4mF', '2igkB', '3bg6E', '3k4lA', '3k4jA']"
4xsqB,4xsqB,"['4xsqA']"
3lt6F,3lt6F,"['3lt7C', '3lt7F', '3lt6B', '3lt6D', '3lt7B', '3lt6C', '3lt7E']"
6iruA,6iruA,"['6iruC', '6iruB']"
3u1oA,4jxiB,"['4jxiA', '3u1oB', '2uvgA', '3u1oA']"
3u1oA,2uvhA,"['2uviA', '2uvjA']"
3e39A,3e39B,"['3e39A']"
4u0yA,4u0yD,"['4u0yA', '4u0yB', '4u0yC']"
2bh2A,2bh2A,"['2bh2B', '1uwvA']"
4u1dA,4u1dA,"['4u1dB']"
